age,ed,employ,address,income,debtinc,creddebt,othdebt,default
44,1,2,2,39,18.7,4.169162,3.123838,0
32,1,9,11,41,16.1,2.081216,4.519784,0
29,2,2,1,38,13.6,3.360782,1.807218,0
28,3,3,2,38,0.9,0.144321,0.197679,0
29,2,6,6,54,4.1,1.088512,1.125488,0
37,2,11,11,60,2.6,0.659851,0.900149,0
33,1,10,13,35,14.0,2.480623,2.419377,1
29,1,6,3,29,17.6,2.672995,2.431005,0
39,2,11,15,37,1.1,0.242699,0.164301,0
34,3,5,4,56,10.9,3.44985,2.65415,0
47,3,9,6,47,8.8,1.30024,2.83576,0
30,1,3,2,34,17.0,3.178847,2.601153,0
34,1,7,5,47,30.1,5.359663,8.787337,1
43,2,5,5,57,1.1,0.35554,0.27146,0
43,1,11,12,37,5.4,0.744278,1.253722,0
44,3,4,4,70,5.9,2.175247,1.954753,0
32,1,1,1,31,9.0,1.940529,0.849471,0
25,1,5,6,28,13.3,1.653226,2.070774,0
29,2,7,7,54,13.0,3.281953,3.738047,0
33,1,9,8,51,8.0,1.648473,2.431527,0
27,1,1,1,27,13.0,2.312863,1.197137,1
28,1,4,5,36,1.3,0.142014,0.325986,0
46,2,1,1,52,7.6,2.333697,1.618303,0
26,2,3,2,43,5.6,0.878824,1.529176,0
31,1,3,4,35,7.3,1.598017,0.956983,0
39,3,13,14,73,5.4,1.984659,1.957341,0
33,1,4,4,42,12.2,1.894579,3.229421,1
37,3,3,4,39,10.5,1.64069,2.45431,1
31,1,4,3,39,6.0,1.617397,0.722603,0
28,1,7,5,45,17.6,4.860914,3.059086,1
39,1,5,6,50,13.2,4.617438,1.982562,0
43,1,14,10,50,9.8,2.836253,2.063747,0
39,1,7,9,47,11.0,2.785415,2.384585,0
36,1,6,7,38,15.0,3.108282,2.591718,0
38,1,9,6,32,9.7,1.594399,1.509601,0
26,3,2,2,42,10.5,2.380527,2.029473,0
27,4,6,6,61,17.2,7.191962,3.300038,0
31,1,4,3,32,10.3,1.087135,2.208865,0
39,1,11,8,46,10.4,2.676435,2.107565,0
40,2,0,0,66,6.6,2.251808,2.104192,0
40,3,12,8,42,8.4,1.427448,2.100552,1
37,1,8,10,47,13.6,2.641753,3.750247,0
28,1,6,7,26,1.8,0.170249,0.297751,0
36,3,1,1,48,9.1,2.334764,2.033236,0
41,2,1,1,57,4.4,1.130153,1.377847,0
24,1,1,1,41,10.2,2.299617,1.882383,0
38,2,4,2,59,23.4,8.179487,5.626513,0
27,2,5,7,49,6.1,1.704718,1.284282,0
27,2,5,4,40,17.3,4.152706,2.767294,0
28,1,2,1,32,19.2,1.966912,4.177088,1
36,1,11,12,44,6.2,1.399986,1.328014,0
45,1,10,11,49,5.6,1.528002,1.215998,0
28,2,6,6,40,5.1,1.397744,0.642256,0
35,1,7,5,36,22.9,3.192144,5.051856,0
47,1,15,18,47,7.0,2.129594,1.160406,0
49,1,7,9,58,15.0,5.795254,2.904746,0
50,2,5,5,53,6.4,1.561877,1.830123,0
24,4,3,3,52,2.8,0.688548,0.767452,0
22,1,0,0,24,5.7,0.697405,0.670595,0
33,4,3,3,57,5.4,1.406059,1.671941,0
27,1,5,4,30,12.4,1.529324,2.190676,0
24,1,2,3,32,4.2,0.73451,0.60949,0
48,1,1,1,45,2.7,0.621434,0.593566,0
27,3,2,1,45,20.9,4.356688,5.048312,0
35,1,1,1,45,13.2,1.784737,4.155263,0
34,1,4,3,34,8.4,0.957963,1.898037,0
35,1,10,13,34,23.3,2.962273,4.959727,1
52,1,3,2,67,12.0,4.574089,3.465911,0
27,2,5,7,47,27.1,8.856538,3.880462,0
25,2,1,1,49,14.4,2.176977,4.879023,1
37,1,5,5,31,16.3,3.379817,1.673183,1
30,2,3,4,32,7.3,1.576073,0.759927,0
30,1,1,1,28,1.6,0.291313,0.156687,0
33,2,1,1,51,15.1,4.024417,3.676583,0
37,1,7,5,32,7.0,1.083662,1.156338,0
24,1,3,3,35,16.1,3.110541,2.524459,1
27,3,0,0,59,24.4,5.963996,8.432004,0
29,1,2,3,45,14.0,2.12015,4.17985,1
47,2,5,5,72,5.5,2.700625,1.259375,0
28,1,1,1,41,12.7,3.441344,1.765656,0
43,2,11,16,67,13.2,5.070634,3.773366,0
32,1,2,1,28,8.0,1.071725,1.168275,0
41,3,7,4,70,11.0,3.594149,4.105851,0
29,1,4,6,39,1.0,0.212757,0.177243,0
30,1,6,5,49,4.7,0.908159,1.394841,0
39,4,6,5,63,8.9,2.888048,2.718952,0
40,1,2,3,35,4.7,1.109708,0.535292,0
21,3,2,2,45,8.3,1.212074,2.522926,0
36,1,5,5,48,29.7,5.555687,8.700313,0
56,2,14,17,74,1.7,0.649279,0.608721,0
35,2,1,1,38,1.7,0.259376,0.386624,0
35,1,4,6,31,5.4,0.709374,0.964626,0
33,2,2,2,51,4.9,1.448286,1.050714,0
33,1,4,5,41,12.4,2.354041,2.729959,0
31,1,6,6,47,21.7,3.889204,6.309796,1
44,1,1,1,47,14.7,2.341944,4.567056,0
35,2,5,3,54,21.3,4.428186,7.073814,1
34,3,5,4,61,12.9,4.914278,2.954722,0
34,1,10,10,33,8.6,1.002735,1.835265,0
25,1,4,4,44,11.8,2.601963,2.590037,0
35,2,10,11,57,16.1,5.241167,3.935833,0
24,2,0,0,30,14.7,2.679394,1.730606,0
31,3,3,3,39,6.6,1.219104,1.354896,0
37,1,1,1,53,9.0,1.630596,3.139404,1
32,1,9,8,37,16.3,2.939502,3.091498,0
28,1,0,0,28,9.8,1.679889,1.064111,0
39,3,13,17,74,7.0,1.913185,3.266815,1
39,4,13,13,60,7.4,2.400799,2.039201,0
36,1,12,11,45,4.5,1.187412,0.837588,0
30,2,6,7,54,7.9,1.997425,2.268575,0
32,3,1,1,45,2.2,0.329095,0.660905,0
41,2,0,0,46,26.5,4.659972,7.530028,0
35,4,6,3,63,22.9,7.712332,6.714668,1
40,2,5,6,49,0.1,0.017811,0.045584,0
32,1,2,1,35,16.0,2.126563,3.473437,1
31,2,7,7,49,10.5,1.602441,3.542559,0
32,3,3,2,60,2.3,0.466836,0.913164,0
25,1,0,0,25,9.0,1.283531,0.966469,0
41,2,16,16,57,8.0,1.788015,2.771985,0
27,1,2,3,29,3.6,0.728786,0.315214,0
34,1,10,10,33,17.6,2.607654,3.200346,1
31,1,8,7,36,3.7,0.445073,0.886927,0
53,3,3,3,88,9.7,3.479252,5.056748,1
38,2,4,5,40,1.6,0.354734,0.285266,0
43,1,14,16,33,11.0,1.22392,2.40608,0
39,1,1,1,33,1.2,0.135879,0.260121,0
21,1,0,0,28,11.5,1.984203,1.235797,1
29,1,7,7,32,10.2,1.740321,1.523679,0
26,1,2,2,34,17.2,2.018704,3.829296,0
29,2,3,2,35,8.0,0.861039,1.938961,0
47,2,3,2,71,5.4,2.175759,1.658241,0
38,1,8,8,39,12.8,3.221348,1.770652,0
47,2,4,3,67,2.9,1.166173,0.776827,0
23,2,0,0,28,1.3,0.130007,0.233993,0
48,1,2,2,61,4.1,1.654979,0.846021,0
39,2,3,2,38,5.9,1.060729,1.181271,0
35,3,6,5,49,13.7,4.495005,2.217995,0
37,1,12,9,37,2.0,0.296098,0.443902,0
28,1,4,4,44,11.8,2.397122,2.794878,0
49,1,19,14,54,2.4,0.619893,0.676107,1
37,2,13,7,56,16.0,5.383275,3.576725,0
35,1,2,2,50,2.4,0.660088,0.539912,0
31,3,3,2,39,11.0,2.519711,1.770289,1
29,3,0,0,37,16.4,2.521056,3.546944,0
35,1,10,9,44,4.1,1.080627,0.723373,0
29,3,6,5,38,5.6,1.23981,0.88819,1
40,2,1,1,61,16.0,3.813262,5.946738,0
28,1,0,0,36,30.1,3.430264,7.405736,1
27,2,5,5,43,2.8,0.832657,0.371343,0
35,3,6,9,63,7.4,1.735227,2.926773,0
36,1,10,13,43,12.3,2.474132,2.814868,0
37,1,10,10,32,10.0,1.672586,1.527414,0
31,2,6,3,54,2.1,0.677515,0.456485,0
27,1,3,4,27,5.4,0.437619,1.020381,1
29,1,6,5,27,7.7,1.184179,0.894821,0
38,1,13,19,53,3.8,1.334648,0.679352,0
42,1,16,9,49,13.2,2.468431,3.999569,0
31,1,0,0,33,2.7,0.546953,0.344047,0
29,4,0,0,59,4.1,1.002661,1.416339,0
37,1,13,7,51,6.6,1.149465,2.216535,0
48,1,1,1,63,3.6,1.378276,0.889724,0
42,3,11,12,55,10.6,1.871299,3.958701,0
23,1,3,3,36,35.3,4.236989,8.471011,1
31,2,4,6,36,22.3,3.983199,4.044801,0
46,1,4,4,51,9.9,2.092266,2.956734,0
33,1,0,0,45,5.6,1.199487,1.320513,0
37,1,9,7,54,7.7,2.554385,1.603615,1
43,2,0,0,52,19.4,4.732355,5.355645,0
43,2,17,12,64,15.6,3.043098,6.940902,1
43,1,13,17,45,12.0,3.435662,1.964338,0
35,2,4,5,56,36.6,11.621626,8.874374,0
27,2,4,2,35,6.1,0.90639,1.22861,0
30,1,3,4,47,4.8,1.248215,1.007785,0
24,2,1,1,29,13.7,2.592566,1.380434,0
31,3,7,8,41,16.8,2.519564,4.368436,0
35,1,5,5,30,4.5,0.53827,0.81173,0
30,2,3,2,48,3.7,0.990168,0.785832,0
35,2,10,12,58,8.0,1.462381,3.177619,0
39,1,4,4,48,4.9,0.979177,1.372823,0
30,2,4,3,48,6.9,1.3627,1.9493,0
29,4,7,7,63,4.6,1.775325,1.122675,1
26,1,5,5,37,7.1,0.934153,1.692847,0
33,1,8,5,48,3.6,0.672685,1.055315,0
26,4,2,2,62,14.6,4.188292,4.863708,0
50,2,5,6,43,10.8,1.610141,3.033859,1
39,2,5,6,61,5.0,1.5997,1.4503,0
37,2,7,10,60,1.9,0.536145,0.603855,0
34,3,4,3,55,8.0,2.469315,1.930685,0
25,1,5,5,44,7.8,2.115521,1.316479,1
29,1,5,6,27,16.1,2.015944,2.331056,0
24,2,0,0,29,9.0,1.687797,0.922203,0
47,2,13,18,58,6.1,2.116317,1.421683,0
35,5,5,6,77,13.0,4.510041,5.499959,0
54,1,6,4,67,4.4,1.304771,1.643229,0
37,2,6,6,57,1.7,0.624574,0.344426,0
35,4,4,5,77,6.5,3.165099,1.839901,0
50,1,2,2,37,24.4,3.332042,5.695958,1
22,4,0,0,48,2.3,0.368417,0.735583,0
47,1,5,7,59,16.3,4.676044,4.940956,0
40,2,13,15,45,5.0,1.445006,0.804994,0
35,1,0,0,40,10.8,2.350795,1.969205,0
38,2,2,2,37,14.0,3.514885,1.665115,1
32,3,1,1,40,12.2,2.448038,2.431962,1
33,2,6,8,48,6.0,1.521593,1.358407,0
40,1,5,7,42,12.0,3.011753,2.028247,1
22,3,0,0,36,1.6,0.30608,0.26992,0
31,1,9,6,38,4.2,0.83271,0.76329,0
49,1,10,5,58,23.8,5.467962,8.336038,1
37,1,7,9,53,4.5,0.809043,1.575957,1
30,2,2,1,43,2.4,0.35109,0.68091,0
31,1,6,5,43,7.0,1.900195,1.109805,0
32,1,5,5,40,18.6,2.8684,4.5716,1
34,3,11,16,67,9.1,3.621295,2.475705,0
43,2,13,8,38,10.1,1.530535,2.307465,0
29,1,1,1,39,4.2,0.722988,0.915012,0
39,1,5,3,34,1.1,0.241573,0.132427,0
21,4,1,1,35,8.5,1.60753,1.36747,0
34,2,7,7,52,13.9,4.107412,3.120588,0
43,1,2,1,33,32.5,5.980248,4.744752,0
28,1,5,3,48,12.8,3.515136,2.628864,0
24,1,4,5,40,6.6,0.826068,1.813932,0
37,1,10,13,43,2.7,0.712225,0.448775,0
37,1,12,9,55,6.9,2.6376,1.1574,0
30,2,0,0,36,0.9,0.204831,0.119169,0
24,3,1,1,37,9.2,2.007512,1.396488,0
25,1,2,2,42,9.4,2.759352,1.188648,0
36,1,3,3,48,11.1,3.279532,2.048468,0
51,1,19,22,37,8.3,1.501439,1.569561,0
39,1,5,4,33,4.8,0.945488,0.638512,1
31,1,2,3,36,3.1,0.490736,0.625264,0
46,1,13,16,35,5.7,0.741064,1.253936,1
29,1,4,5,31,6.1,1.249258,0.641742,0
23,1,0,0,41,11.8,2.109359,2.728641,1
32,2,9,11,37,8.3,1.552725,1.518275,0
43,2,16,12,48,2.5,0.811993,0.388007,0
24,3,2,3,40,5.9,0.944879,1.415121,0
22,1,3,3,25,5.0,0.390533,0.859467,0
52,2,11,12,47,11.0,2.119593,3.050407,0
28,1,1,1,42,2.5,0.705919,0.344081,0
30,2,0,0,43,13.4,3.429517,2.332483,0
29,2,7,10,53,6.6,1.622565,1.875435,0
37,2,3,3,42,6.2,1.349266,1.254734,0
35,2,1,1,54,4.4,0.99344,1.38256,0
36,2,2,2,38,12.2,2.245978,2.390022,0
34,1,7,10,43,22.7,4.998914,4.762086,1
37,4,7,7,43,7.2,1.291442,1.804558,0
46,1,11,15,43,3.0,0.610657,0.679343,0
40,1,1,1,39,7.6,1.84109,1.12291,0
24,3,2,2,51,13.4,3.738366,3.095634,0
30,1,8,11,37,5.6,0.820615,1.251385,0
29,2,6,7,45,10.8,2.535266,2.324734,0
26,2,0,0,31,10.8,1.825372,1.522628,0
30,1,8,7,36,12.1,2.71337,1.64263,0
31,1,7,4,50,5.0,0.768508,1.731492,0
33,3,7,7,39,12.0,2.303453,2.376547,0
31,1,1,1,29,10.9,1.82179,1.33921,0
26,2,5,7,40,9.1,1.382116,2.257884,0
43,1,11,10,50,12.9,2.049347,4.400653,0
30,1,8,7,45,3.7,0.538104,1.126896,0
27,3,1,1,33,7.4,1.130045,1.311955,1
43,1,7,9,47,3.1,0.705207,0.751793,0
34,1,8,7,50,3.1,1.028942,0.521058,0
35,1,10,5,35,18.0,4.387007,1.912993,0
25,1,0,0,38,6.6,0.771265,1.736735,0
29,3,6,4,45,5.8,0.801288,1.808712,0
39,1,15,18,35,17.0,1.915121,4.034879,1
35,1,1,1,43,12.5,1.846228,3.528772,0
43,2,13,15,67,1.7,0.591489,0.547511,0
39,4,2,3,82,6.6,3.747912,1.664088,0
37,2,0,0,38,21.3,3.396918,4.697082,1
40,1,1,1,32,11.5,2.559945,1.120055,0
45,1,13,14,57,18.7,6.276885,4.382115,0
24,1,1,1,29,4.2,0.369151,0.848849,0
44,2,17,11,40,12.4,1.652629,3.307371,0
31,1,4,4,38,3.0,0.472601,0.667399,0
27,1,4,5,30,10.8,1.46106,1.77894,0
37,2,2,2,44,17.4,5.13124,2.52476,1
24,1,0,0,41,12.1,2.020415,2.940585,0
43,1,15,18,52,1.9,0.499566,0.488434,0
36,2,6,5,56,14.7,4.407268,3.824732,0
32,2,3,2,43,5.3,1.545884,0.733116,0
44,2,11,6,63,5.5,2.173148,1.291852,0
28,2,3,3,36,1.4,0.256821,0.247179,0
37,2,11,13,48,3.0,0.606252,0.833748,0
26,1,5,5,30,6.6,1.29308,0.68692,0
21,1,1,1,33,15.0,2.846059,2.103941,0
31,1,5,4,46,12.1,1.704188,3.861812,0
40,1,9,8,37,15.1,3.741146,1.845854,1
40,3,4,4,56,3.7,1.442844,0.629156,0
25,1,0,0,44,3.0,0.836347,0.483653,0
30,2,3,3,55,20.0,7.21737,3.78263,0
47,2,20,18,72,7.6,1.666952,3.805048,0
34,3,10,13,59,17.5,5.72261,4.60239,1
35,1,9,12,36,8.8,1.641759,1.526241,0
34,2,10,13,54,4.7,1.16597,1.37203,0
38,2,1,1,53,13.3,2.528116,4.520884,1
41,1,10,6,55,19.6,5.231828,5.548172,0
29,1,3,4,49,10.1,3.411776,1.537224,0
37,2,1,1,54,21.3,6.128758,5.373242,0
26,2,3,2,51,5.4,1.799788,0.954212,0
32,2,1,1,49,6.7,1.814514,1.468486,0
41,1,12,17,57,10.8,2.65875,3.49725,0
34,2,6,7,44,4.1,0.556097,1.247903,0
35,1,7,7,40,7.7,2.12772,0.95228,0
27,3,2,3,36,0.9,0.196978,0.127022,0
24,2,2,2,30,4.4,0.57446,0.74554,0
30,1,5,6,47,19.2,4.383825,4.640175,1
48,1,1,1,62,3.1,0.59997,1.32203,0
46,3,9,11,55,18.9,4.015264,6.379736,0
28,1,0,0,41,11.1,2.117331,2.433669,0
44,5,13,7,59,1.6,0.600797,0.343203,0
38,2,7,6,47,7.5,1.453069,2.071931,0
32,1,5,7,32,18.5,3.152198,2.767802,0
31,2,4,3,35,1.1,0.248906,0.136094,0
46,3,11,7,71,10.4,2.916386,4.467614,1
39,1,11,16,34,4.8,0.921527,0.710473,0
44,3,8,6,68,17.1,5.458275,6.169725,0
33,2,4,4,45,23.0,6.722409,3.627591,0
26,1,4,2,31,7.0,1.277624,0.892376,0
42,3,5,4,47,4.1,0.779047,1.147953,0
28,1,3,4,28,12.2,1.188502,2.227498,0
38,1,3,4,50,8.6,2.485117,1.814883,0
40,2,3,4,57,4.2,1.063937,1.330063,0
31,2,3,4,47,14.7,4.241343,2.667657,0
32,2,7,4,48,17.4,4.921345,3.430655,0
27,3,0,0,44,9.6,2.620103,1.603897,0
26,1,3,3,28,0.9,0.148746,0.103254,0
38,2,1,1,54,19.9,4.165851,6.580149,0
24,1,1,1,30,4.9,0.676429,0.793571,0
22,1,1,1,25,8.5,0.996877,1.128123,0
24,2,4,6,40,13.7,2.420394,3.059606,0
37,2,3,3,54,10.8,2.948809,2.883191,0
52,1,5,5,48,11.3,3.339688,2.084312,0
28,1,6,5,35,15.6,3.058306,2.401694,1
29,2,4,3,51,11.3,2.637831,3.125169,0
38,1,3,3,55,14.3,2.563625,5.301375,0
26,2,2,3,51,6.6,1.546247,1.819753,0
50,3,12,12,73,14.2,3.152783,7.213217,0
34,1,7,9,33,13.2,2.877944,1.478056,0
34,1,9,11,51,2.4,0.551251,0.672749,0
47,2,4,3,59,2.6,0.608659,0.925341,0
24,1,2,3,31,10.6,1.275667,2.010333,0
27,1,2,2,35,23.3,3.290773,4.864227,0
40,2,11,12,51,16.5,4.102381,4.312619,1
38,1,5,4,39,9.3,1.412465,2.214535,0
32,1,6,9,31,4.7,0.839338,0.617662,0
38,3,5,5,42,10.8,2.158608,2.377392,0
37,2,4,4,56,15.4,2.976919,5.647081,0
48,1,11,14,55,15.3,3.602126,4.812874,0
53,2,8,9,43,6.7,1.171707,1.709293,0
21,1,0,0,36,21.2,3.837231,3.794769,0
24,1,0,0,37,0.4,0.045348,0.102652,0
34,1,11,15,46,7.3,1.486269,1.871731,0
29,3,2,2,49,5.8,0.991535,1.850465,0
40,3,15,8,61,12.4,4.784211,2.779789,0
41,1,11,16,46,9.0,2.124911,2.015089,0
48,2,13,16,57,1.5,0.551255,0.303745,0
32,1,5,3,38,1.1,0.274355,0.143645,0
45,1,5,7,55,17.6,4.914411,4.765589,0
35,4,7,6,75,10.5,3.120996,4.754004,0
48,1,3,4,64,1.6,0.529577,0.494423,0
54,1,9,11,69,6.7,2.41887,2.20413,0
24,1,4,5,43,8.4,1.513871,2.098129,0
33,4,9,12,69,2.1,0.954006,0.494994,0
34,1,10,13,49,15.4,2.468705,5.077295,0
46,1,10,12,36,1.2,0.285101,0.146899,0
43,1,14,11,35,1.2,0.14,0.28,0
42,2,9,10,46,3.5,0.623193,0.986807,0
33,4,8,5,66,25.1,6.284627,10.281373,1
46,1,5,6,53,5.4,1.035495,1.826505,0
31,2,6,6,36,18.1,3.505995,3.010005,1
47,2,16,9,68,9.4,3.50092,2.89108,0
49,1,9,10,42,30.6,8.884328,3.967672,0
39,3,4,2,74,11.5,4.072148,4.437852,0
31,3,7,10,35,11.8,1.680097,2.449903,0
24,1,1,1,38,1.9,0.337194,0.384806,0
24,1,4,3,28,9.6,1.687405,1.000595,0
34,1,3,4,50,13.3,3.24682,3.40318,0
42,2,1,1,57,4.0,1.428777,0.851223,0
35,1,8,11,50,17.3,3.695886,4.954114,0
36,1,1,1,42,7.6,1.137261,2.054739,0
29,1,3,3,37,5.4,1.261885,0.736115,0
29,2,4,3,48,17.4,4.248903,4.103097,0
25,5,4,3,44,1.6,0.463281,0.240719,0
32,3,5,3,44,16.9,4.493001,2.942999,1
37,1,12,15,53,3.6,1.170049,0.737951,0
30,2,4,5,34,4.0,0.714375,0.645625,0
45,3,14,14,47,8.0,1.606902,2.153098,1
28,3,5,7,45,2.3,0.708818,0.326182,0
35,1,4,2,49,4.4,1.190108,0.965892,0
36,2,5,6,58,7.0,2.522659,1.537341,0
23,1,2,3,37,21.7,4.419806,3.609194,0
35,2,4,4,34,9.5,1.51907,1.71093,0
45,2,10,9,66,1.3,0.49599,0.36201,0
32,3,1,1,51,2.9,0.998034,0.480966,0
23,2,1,1,37,1.6,0.288466,0.303534,0
25,1,4,5,35,8.0,1.202999,1.597001,0
29,2,1,1,52,14.2,4.380006,3.003994,1
34,1,1,1,46,17.1,3.009198,4.856802,0
26,1,3,4,38,13.0,1.889451,3.050549,0
27,3,1,1,38,4.4,0.930798,0.741202,0
47,2,4,4,50,5.1,1.599446,0.950554,0
31,1,9,8,49,3.7,1.155184,0.657816,0
28,2,5,4,42,18.8,3.764092,4.131908,0
43,3,9,10,51,3.1,0.557353,1.023647,1
33,1,3,2,50,2.9,0.8847,0.5653,0
24,3,3,4,51,1.3,0.404314,0.258686,0
24,2,3,4,30,6.1,0.805964,1.024036,0
25,2,2,3,34,5.6,1.226455,0.677545,0
51,4,21,23,83,13.6,7.897222,3.390778,0
42,1,5,6,57,6.1,1.922117,1.554883,0
31,2,2,2,40,9.4,2.499582,1.260418,1
40,2,5,3,39,6.3,1.672047,0.784953,0
39,4,14,10,54,15.0,4.156892,3.943108,0
47,3,20,19,50,9.0,1.897103,2.602897,0
31,2,9,13,43,10.6,1.976296,2.581704,0
35,3,12,13,66,18.4,8.099543,4.044457,0
32,1,3,4,36,12.9,2.972949,1.671051,0
56,1,18,25,41,9.5,1.838031,2.056969,1
37,1,11,14,43,4.5,1.07565,0.85935,0
38,2,5,6,49,12.9,4.006235,2.314765,0
32,4,9,6,69,14.3,4.296334,5.570666,0
24,4,3,3,44,12.9,2.177475,3.498525,0
51,2,21,26,64,13.5,6.016028,2.623972,0
31,1,3,4,50,12.3,3.377405,2.772595,0
32,1,1,1,45,6.4,1.858596,1.021404,0
35,3,12,17,42,18.3,2.769738,4.916262,0
50,1,21,31,38,5.8,1.042951,1.161049,0
38,3,0,0,71,2.2,0.850228,0.711772,0
24,1,0,0,35,7.2,1.46929,1.05071,1
25,1,1,1,44,23.0,4.28557,5.83443,0
48,1,13,12,42,17.3,2.66553,4.60047,0
47,4,14,14,61,6.7,2.642431,1.444569,1
36,1,9,12,51,10.3,2.953834,2.299166,0
43,3,17,12,48,19.5,4.038077,5.321923,1
43,1,5,4,45,2.4,0.495728,0.584272,0
28,2,6,9,51,7.2,2.129844,1.542156,0
39,1,12,13,41,8.1,1.511114,1.809886,0
25,1,2,1,44,6.4,1.469622,1.346378,0
29,1,3,4,41,10.1,1.492155,2.648845,0
41,2,12,13,65,5.4,1.230466,2.279534,0
48,3,1,1,56,7.1,1.629377,2.346623,0
24,1,1,1,35,4.7,0.524149,1.120851,0
45,1,1,1,42,3.8,1.111494,0.484506,0
41,1,15,17,38,5.0,0.712211,1.187789,0
38,2,0,0,60,4.4,1.154476,1.485524,1
28,1,4,5,27,8.6,1.326051,0.995949,0
29,2,2,2,51,4.4,1.067144,1.176856,0
30,1,4,3,30,1.2,0.204297,0.155703,0
52,1,4,2,62,4.5,1.46365,1.32635,0
42,2,7,8,65,6.2,2.697979,1.332021,1
46,3,4,4,74,10.0,2.524286,4.875714,0
45,2,16,13,60,0.9,0.171477,0.368523,0
55,1,6,3,57,5.0,1.214998,1.635002,0
27,2,0,0,52,24.5,5.063848,7.676152,1
46,1,7,6,51,3.7,1.317286,0.569714,0
22,1,1,1,27,4.4,0.402522,0.785478,0
52,1,20,20,56,11.3,2.329111,3.998889,0
47,1,19,22,37,6.7,1.167078,1.311922,0
27,1,0,0,34,11.4,1.184013,2.691987,0
22,1,1,1,36,9.3,1.358761,1.989239,0
24,1,1,1,32,4.1,0.80345,0.50855,0
50,1,6,6,45,12.1,3.254039,2.190961,0
42,4,1,1,74,8.0,3.541061,2.378939,0
28,1,1,1,33,15.6,2.035186,3.112814,0
27,1,2,2,34,4.6,0.601387,0.962613,0
26,2,2,3,36,6.3,0.937373,1.330627,0
41,2,3,4,60,7.8,2.669043,2.010957,0
46,1,12,8,51,2.4,0.422078,0.801922,0
40,2,4,6,36,7.6,1.796848,0.939152,1
29,2,6,5,34,14.2,3.22416,1.60384,1
46,1,10,10,53,1.4,0.399828,0.342172,0
32,1,1,1,50,18.9,5.788886,3.661114,1
30,1,5,3,34,6.7,0.941863,1.336137,0
51,2,14,14,59,13.2,5.321043,2.466957,0
31,3,2,1,65,10.0,2.432526,4.067474,0
31,2,1,1,40,19.9,5.094705,2.865295,0
32,2,0,0,33,2.3,0.27558,0.48342,0
33,1,5,3,52,5.5,1.590982,1.269018,0
36,2,3,4,35,10.3,2.026386,1.578614,1
53,1,6,8,42,7.9,2.213874,1.104126,0
29,4,5,7,66,25.6,7.692442,9.203558,0
21,1,2,2,27,19.8,2.486664,2.859336,1
21,3,1,1,44,2.5,0.521985,0.578015,0
50,1,12,10,43,6.7,1.397263,1.483737,0
35,1,5,3,42,7.9,1.720209,1.597791,0
50,2,14,9,52,10.0,2.953091,2.246909,0
28,1,2,2,34,14.3,1.857976,3.004024,1
47,2,14,16,60,23.4,8.157664,5.882336,1
34,1,3,3,38,6.6,1.115518,1.392482,0
34,1,5,6,47,16.5,2.557588,5.197412,1
35,3,3,3,40,4.1,0.798539,0.841461,0
38,4,8,9,74,4.5,1.474257,1.855743,1
37,1,10,9,34,28.9,4.887823,4.938177,1
29,1,4,3,42,5.4,1.214183,1.053817,1
36,2,8,9,57,4.7,0.957305,1.721695,0
35,1,1,1,53,13.8,3.739846,3.574154,0
53,1,24,17,55,22.7,5.650746,6.834254,0
31,4,2,3,68,6.5,3.088071,1.331929,0
28,1,2,1,27,12.6,1.936674,1.465326,0
31,2,7,10,52,9.1,2.431187,2.300813,0
38,1,2,3,43,21.7,5.519084,3.811916,0
53,2,19,15,66,5.6,2.314849,1.381151,0
27,1,2,1,35,14.4,3.281065,1.758935,0
44,1,9,6,40,12.1,2.450155,2.389845,1
26,1,4,6,44,4.9,1.480233,0.675767,1
30,4,3,4,49,14.0,2.446298,4.413702,0
32,2,1,1,40,10.4,2.850051,1.309949,1
31,2,3,4,36,9.1,1.197715,2.078285,0
43,3,6,7,54,24.4,8.303496,4.872504,0
24,1,2,2,27,2.7,0.453151,0.275849,0
43,1,4,2,35,8.4,1.566506,1.373494,0
33,1,5,6,40,5.4,1.245032,0.914968,0
31,3,3,2,42,4.9,1.0133,1.0447,0
46,2,17,10,67,9.5,2.013581,4.351419,0
24,1,4,4,40,8.6,1.76444,1.67556,1
31,1,5,5,36,12.1,2.746878,1.609122,0
41,1,13,17,57,10.0,3.376668,2.323332,0
42,2,3,2,48,10.3,1.564104,3.379896,0
27,1,6,4,39,4.4,0.93679,0.77921,0
21,1,1,1,34,16.6,2.585688,3.058312,1
42,2,5,3,63,10.8,2.439719,4.364281,0
37,3,4,6,60,5.5,1.367398,1.932602,0
23,2,2,1,46,9.1,1.736997,2.449003,0
38,3,14,18,49,7.1,1.209803,2.269197,0
49,3,14,8,82,8.0,4.005719,2.554281,0
35,2,3,3,43,23.6,6.765091,3.382909,1
43,1,2,2,55,12.5,4.380027,2.494973,0
25,2,4,5,39,16.5,2.317687,4.117313,0
42,1,1,1,59,10.9,2.361822,4.069178,0
42,1,14,8,43,10.1,1.341961,3.001039,0
39,1,9,9,44,2.4,0.508582,0.547418,0
31,3,5,3,46,5.4,0.94512,1.53888,0
35,2,11,14,40,11.1,2.453417,1.986583,1
47,1,18,19,37,7.7,0.995084,1.853916,0
23,2,0,0,30,6.7,0.649092,1.360908,0
30,2,6,7,44,3.0,0.614417,0.705583,0
